1.000000, -0.000132, -1.731985, -0.015114
1.000000, -0.000396, -1.731985, -0.015110
1.000000, -0.000659, -1.731985, -0.015100
1.000000, -0.000923, -1.731985, -0.015087
1.000000, -0.001186, -1.731985, -0.015068
1.000000, -0.001449, -1.731985, -0.015045
1.000000, -0.001711, -1.731985, -0.015018
1.000000, -0.001973, -1.731985, -0.014985
1.000000, -0.002234, -1.731985, -0.014949
1.000000, -0.002495, -1.731985, -0.014908
1.000000, -0.002754, -1.731985, -0.014862
1.000000, -0.003013, -1.731985, -0.014811
1.000000, -0.003271, -1.731985, -0.014757
1.000000, -0.003528, -1.731985, -0.014697
1.000000, -0.003784, -1.731985, -0.014633
1.000000, -0.004039, -1.731985, -0.014565
1.000000, -0.004293, -1.731985, -0.014492
1.000000, -0.004545, -1.731985, -0.014415
1.000000, -0.004796, -1.731985, -0.014334
1.000000, -0.005045, -1.731985, -0.014248
1.000000, -0.005293, -1.731985, -0.014158
1.000000, -0.005540, -1.731985, -0.014063
1.000000, -0.005784, -1.731985, -0.013964
1.000000, -0.006027, -1.731985, -0.013861
1.000000, -0.006268, -1.731985, -0.013754
1.000000, -0.006507, -1.731985, -0.013642
1.000000, -0.006744, -1.731985, -0.013527
1.000000, -0.006979, -1.731985, -0.013407
1.000000, -0.007212, -1.731985, -0.013283
1.000000, -0.007443, -1.731985, -0.013155
1.000000, -0.007671, -1.731985, -0.013023
1.000000, -0.007897, -1.731985, -0.012887
1.000000, -0.008121, -1.731985, -0.012748
1.000000, -0.008342, -1.731985, -0.012604
1.000000, -0.008561, -1.731985, -0.012457
1.000000, -0.008777, -1.731985, -0.012305
1.000000, -0.008991, -1.731985, -0.012150
1.000000, -0.009201, -1.731985, -0.011991
1.000000, -0.009409, -1.731985, -0.011829
1.000000, -0.009614, -1.731985, -0.011663
1.000000, -0.009816, -1.731985, -0.011493
1.000000, -0.010015, -1.731985, -0.011320
1.000000, -0.010211, -1.731985, -0.011144
1.000000, -0.010404, -1.731985, -0.010964
1.000000, -0.010594, -1.731985, -0.010781
1.000000, -0.010781, -1.731985, -0.010594
1.000000, -0.010964, -1.731985, -0.010404
1.000000, -0.011144, -1.731985, -0.010211
1.000000, -0.011320, -1.731985, -0.010015
1.000000, -0.011493, -1.731985, -0.009816
1.000000, -0.011663, -1.731985, -0.009614
1.000000, -0.011829, -1.731985, -0.009409
1.000000, -0.011991, -1.731985, -0.009201
1.000000, -0.012150, -1.731985, -0.008991
1.000000, -0.012305, -1.731985, -0.008777
1.000000, -0.012457, -1.731985, -0.008561
1.000000, -0.012604, -1.731985, -0.008342
1.000000, -0.012748, -1.731985, -0.008121
1.000000, -0.012887, -1.731985, -0.007897
1.000000, -0.013023, -1.731985, -0.007671
1.000000, -0.013155, -1.731985, -0.007443
1.000000, -0.013283, -1.731985, -0.007212
1.000000, -0.013407, -1.731985, -0.006979
1.000000, -0.013527, -1.731985, -0.006744
1.000000, -0.013642, -1.731985, -0.006507
1.000000, -0.013754, -1.731985, -0.006268
1.000000, -0.013861, -1.731985, -0.006027
1.000000, -0.013964, -1.731985, -0.005784
1.000000, -0.014063, -1.731985, -0.005540
1.000000, -0.014158, -1.731985, -0.005293
1.000000, -0.014248, -1.731985, -0.005045
1.000000, -0.014334, -1.731985, -0.004796
1.000000, -0.014415, -1.731985, -0.004545
1.000000, -0.014492, -1.731985, -0.004293
1.000000, -0.014565, -1.731985, -0.004039
1.000000, -0.014633, -1.731985, -0.003784
1.000000, -0.014697, -1.731985, -0.003528
1.000000, -0.014757, -1.731985, -0.003271
1.000000, -0.014811, -1.731985, -0.003013
1.000000, -0.014862, -1.731985, -0.002754
1.000000, -0.014908, -1.731985, -0.002495
1.000000, -0.014949, -1.731985, -0.002234
1.000000, -0.014985, -1.731985, -0.001973
1.000000, -0.015018, -1.731985, -0.001711
1.000000, -0.015045, -1.731985, -0.001449
1.000000, -0.015068, -1.731985, -0.001186
1.000000, -0.015087, -1.731985, -0.000923
1.000000, -0.015100, -1.731985, -0.000659
1.000000, -0.015110, -1.731985, -0.000396
1.000000, -0.015114, -1.731985, -0.000132
1.000000, -0.015114, -1.731985, 0.000132
1.000000, -0.015110, -1.731985, 0.000396
1.000000, -0.015100, -1.731985, 0.000659
1.000000, -0.015087, -1.731985, 0.000923
1.000000, -0.015068, -1.731985, 0.001186
1.000000, -0.015045, -1.731985, 0.001449
1.000000, -0.015018, -1.731985, 0.001711
1.000000, -0.014985, -1.731985, 0.001973
1.000000, -0.014949, -1.731985, 0.002234
1.000000, -0.014908, -1.731985, 0.002495
1.000000, -0.014862, -1.731985, 0.002754
